row_id,id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,row_num
1,1026,1,Alabama,AL,"Autauga County",Elmore,Autaugaville,Track,Track,36025,334,8020338,60048,32.4473511,-86.4768097,1
527,2027,2,Alaska,AK,"Aleutians East Borough","Eagle River","Akutan city",Track,Track,99577,907,9185110,0,61.3286309,-149.5379974,1
632,4023,4,Arizona,AZ,"Apache County","Fort Defiance",Chinle,Track,Track,86504,928,792172786,627645,35.9506832,-109.1461416,1
1249,5026,5,Arkansas,AR,"Arkansas County",Dewitt,"Stuttgart city",Track,Track,72042,870,133400347,1701960,34.3069023,-91.3895216,1
1589,6029,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94608,510,420877,0,37.8394912,-122.2802646,1
5395,9029,9,Connecticut,CT,"Fairfield County",Greenwich,Bethel,Track,Track,6830,203,1855241,87317,41.0310969,-73.6143505,1
5750,10022,10,Delaware,DE,"Kent County",Clayton,Camden,Track,Track,19938,302,9731942,35860,39.2908408,-75.6375081,1
2,10216,1,Alabama,AL,"Autauga County",Robertsdale,Autaugaville,Track,Track,36567,251,737211648,3860933,30.7200267,-87.6245437,1
3,10226,1,Alabama,AL,"Autauga County",Silverhill,Autaugaville,Track,Track,36576,251,71113244,190587,30.5345606,-87.7548736,1
4,10236,1,Alabama,AL,"Autauga County","Orange Beach",Autaugaville,Track,Track,36561,251,15491986,20427550,30.3005856,-87.5417985,1
5,10246,1,Alabama,AL,"Autauga County",Louisville,Autaugaville,Track,Track,36048,334,517008078,983621,31.9222753,-85.4498309,1
6,10256,1,Alabama,AL,"Autauga County",Brent,Autaugaville,Track,Track,35034,205,691793540,3983687,32.9533249,-87.0043466,1
7,10266,1,Alabama,AL,"Autauga County",Remlap,Autaugaville,Track,Track,35133,205,203716769,1004680,33.8405764,-86.6350183,1
8,10276,1,Alabama,AL,"Autauga County",Georgiana,Autaugaville,Track,Track,36033,334,352261684,177369,31.7163243,-86.7533225,1
9,10286,1,Alabama,AL,"Autauga County",Anniston,Autaugaville,Track,Track,36207,256,12116269,23502,33.6448084,-85.796557,1
10,10296,1,Alabama,AL,"Autauga County",Jacksonville,Autaugaville,Track,Track,36265,256,41129558,487657,33.7661796,-85.7864612,1
5838,11012,11,"District of Columbia",DC,"District of",Washington,"Washington city",City,place,20001,202,158364992,18633403,38.904103,-77.017229,1
5839,11021,11,"District of Columbia",DC,"District of Columbia",Washington,"Washington city",Track,Track,20007,202,1907610,512798,38.9060174,-77.0601874,1
7563,13023,13,Georgia,GA,"Appling County",Baxley,"Baxley city",Track,Track,31513,912,71802013,165673,31.766842,-82.3719362,1
8381,15021,15,Hawaii,HI,"Hawaii County",Papaikou,Hilo,Track,Track,96781,808,251395429,10656645,19.8228341,-155.1849688,1
8668,17029,17,Illinois,IL,"Adams County",Quincy,"Camp Point",Track,Track,62301,217,1797926,0,39.9155218,-91.3996396,1
10099,18025,18,Indiana,IN,"Adams County",Monroe,"Berne city",Track,Track,46772,260,217350232,336926,40.702854,-84.9342356,1
10803,19025,19,Iowa,IA,"Adair County",Corning,"Greenfield city",Track,Track,50841,641,217392284,496426,40.9482672,-94.8079792,1
528,20217,2,Alaska,AK,"Aleutians East Borough",Anchorage,"Akutan city",Track,Track,99508,907,2494426,0,61.2167015,-149.7927444,1
529,20227,2,Alaska,AK,"Aleutians East Borough",Anchorage,"Akutan city",Track,Track,99508,907,2163759,0,61.2032461,-149.824025,1
530,20237,2,Alaska,AK,"Aleutians East Borough",Anchorage,"Akutan city",Track,Track,99517,907,1612672,0,61.1879482,-149.9226985,1
531,20247,2,Alaska,AK,"Aleutians East Borough",Anchorage,"Akutan city",Track,Track,99507,907,2731183,0,61.1594375,-149.8193627,1
532,20257,2,Alaska,AK,"Aleutians East Borough",Anchorage,"Akutan city",Track,Track,99516,907,85707800,11963944,61.0532891,-149.7028074,1
533,20267,2,Alaska,AK,"Aleutians East Borough",Fairbanks,"Akutan city",Track,Track,99701,907,4544912,92072,64.8328149,-147.7589866,1
534,20277,2,Alaska,AK,"Aleutians East Borough",Fairbanks,"Akutan city",Track,Track,99701,907,63667440,659397,64.8899711,-147.5765503,1
11638,21029,21,Kentucky,KY,"Adair County",Scottsville,"Columbia city",Track,Track,42164,270,146615136,910948,36.7747795,-86.3386507,1
12135,22029,22,Louisiana,LA,"Acadia Parish",Crowley,"Crowley city",Track,Track,70526,337,14499766,32281,30.2176279,-92.4030196,1
12646,23025,23,Maine,ME,"Androscoggin County",Auburn,"Auburn city",Track,Track,4210,207,778737,92987,44.0847939,-70.2233946,1
12803,24027,24,Maryland,MD,"Allegany County",Cumberland,"Little Orleans",Track,Track,21502,301,1844979,0,39.6329587,-78.7526552,1
14059,26021,26,Michigan,MI,"Alcona County",Ossineke,"Hubbard Lake",Track,Track,49766,989,131526519,36715247,44.7999576,-83.4969141,1
15233,27023,27,Minnesota,MN,"Aitkin County",Aitkin,"Aitkin city",Track,Track,56431,218,86586091,8364848,46.5364479,-93.7605741,1
15874,28025,28,Mississippi,MS,"Adams County",Natchez,Cloverdale,Track,Track,39120,601,20287756,45183,31.5788205,-91.3193442,1
16195,29024,29,Missouri,MO,"Adair County",Kirksville,"Kirksville city",Track,Track,63501,660,19673132,29331,40.2187946,-92.5581534,1
16895,30027,30,Montana,MT,"Beaverhead County",Hardin,Wisdom,Track,Track,59034,406,1510103881,3621182,45.6264647,-107.2938916,1
17043,31027,31,Nebraska,NE,"Adams County",Hastings,Ayr,Track,Track,68901,402,39619115,41134,40.5600896,-98.4097258,1
17318,32027,32,Nevada,NV,"Churchill County",Fallon,"Fallon city",Track,Track,89406,775,1004235573,24862868,39.3125272,-118.8960291,1
17583,33022,33,"New Hampshire",NH,"Belknap County",Meredith,Alton,Track,Track,3253,603,35505338,27769408,43.6557882,-71.4426578,1
17714,34025,34,"New Jersey",NJ,"Atlantic County","Atlantic City","Absecon city",Track,Track,8401,609,267914,85561,39.3573721,-74.4481225,1
18602,35025,35,"New Mexico",NM,"Bernalillo County",Albuquerque,"Albuquerque city",Track,Track,87111,505,1340724,0,35.1198043,-106.5065506,1
18842,36024,36,"New York",NY,"Albany County",Albany,"Albany city",Track,Track,12203,518,9017989,134152,42.7025078,-73.8667531,1
21002,37024,37,"North Carolina",NC,"Alamance County",Burlington,Alamance,Track,Track,27217,336,11558149,306966,36.1207861,-79.4322349,1
21917,38024,38,"North Dakota",ND,"Adams County","Valley City","Bucyrus city",Track,Track,58072,701,15722603,12647,46.9195898,-98.0216099,1
22036,39023,39,Ohio,OH,"Adams County","West Union",Rome,Track,Track,45693,937,389153870,170790,38.8403307,-83.5815269,1
23385,40023,40,Oklahoma,OK,"Adair County",Stilwell,Bell,Track,Track,74960,918,476738892,3081867,35.8021662,-94.7315418,1
634,40223,4,Arizona,AZ,"Apache County",Pomerene,Chinle,Track,Track,85627,520,1670157893,848039,32.200019,-110.2836792,1
635,40233,4,Arizona,AZ,"Apache County",Hereford,Chinle,Track,Track,85615,520,329303180,2659035,31.4646753,-110.0397849,1
636,40243,4,Arizona,AZ,"Apache County","Sierra Vista",Chinle,Track,Track,85635,520,18873357,17237,31.543283,-110.2155629,1
637,40253,4,Arizona,AZ,"Apache County",Flagstaff,Chinle,Track,Track,86004,928,10587881,21121,35.2275284,-111.5565227,1
638,40263,4,Arizona,AZ,"Apache County",Flagstaff,Chinle,Track,Track,86004,602,783976367,197325,35.3071243,-111.3838286,1
639,40273,4,Arizona,AZ,"Apache County","Tuba City",Chinle,Track,Track,86045,928,256564162,114258,36.0513606,-111.1899102,1
640,40283,4,Arizona,AZ,"Apache County",Young,Chinle,Track,Track,85554,928,1312861414,495118,34.0978185,-111.0155491,1
23865,41022,41,Oregon,OR,"Baker County","Baker City","Baker City city",Track,Track,97294,541,20004674,0,44.778647,-117.8751526,1
24252,42024,42,Pennsylvania,PA,"Adams County",Bendersville,Abbottstown,Track,Track,17306,717,111753227,321006,39.97956,-77.3032111,1
26107,44027,44,"Rhode Island",RI,"Kent County",Warren,Greene,Track,Track,2885,401,3285979,585588,41.7190565,-71.273831,1
26216,45028,45,"South Carolina",SC,"Abbeville County",Aiken,"Abbeville city",Track,Track,29801,803,248971841,1657406,33.6685561,-81.6441171,1
26675,46026,46,"South Dakota",SD,"Aurora County",Huron,Storla,Track,Track,57350,605,60986475,34443,44.3344849,-98.2650104,1
27413,48028,48,Texas,TX,"Anderson County",Palestine,Elkhart,Track,Track,75802,903,290057070,4765543,31.7062457,-95.735873,1
29974,50025,50,Vermont,VT,"Addison County",Lincoln,Bristol,Track,Track,5443,802,107525418,1714149,44.0978095,-73.0485314,1
1250,50216,5,Arkansas,AR,"Arkansas County","Mountain Home","Stuttgart city",Track,Track,72653,870,27188908,0,36.3083026,-92.3815903,1
1251,50226,5,Arkansas,AR,"Arkansas County","Pea Ridge","Stuttgart city",Track,Track,72751,479,60184359,9306,36.4083177,-94.1178442,1
1252,50236,5,Arkansas,AR,"Arkansas County",Rogers,"Stuttgart city",Track,Track,72756,479,3902433,1203,36.3225266,-94.1371534,1
1253,50246,5,Arkansas,AR,"Arkansas County","Bella Vista","Stuttgart city",Track,Track,72714,479,31450763,548314,36.4847655,-94.2003287,1
1254,50256,5,Arkansas,AR,"Arkansas County",Gentry,"Stuttgart city",Track,Track,72734,479,118563666,2690120,36.2844613,-94.513734,1
1255,50266,5,Arkansas,AR,"Arkansas County",Lowell,"Stuttgart city",Track,Track,72745,479,26438837,265825,36.2487062,-94.1648664,1
1256,50276,5,Arkansas,AR,"Arkansas County","Valley Springs","Stuttgart city",Track,Track,72682,870,260692961,360416,36.1767389,-92.990687,1
1257,50286,5,Arkansas,AR,"Arkansas County",Hampton,"Stuttgart city",Track,Track,71744,870,745021840,3811284,33.5406233,-92.4056869,1
1258,50296,5,Arkansas,AR,"Arkansas County",Eudora,"Stuttgart city",Track,Track,71640,870,193347121,18956600,33.0740956,-91.2394128,1
30057,51024,51,Virginia,VA,"Accomack County",Parksley,Chincoteague,Track,Track,23421,757,193713682,35808798,37.7523759,-75.5980607,1
30842,53029,53,Washington,WA,"Adams County",Clarkston,Hatton,Track,Track,99403,509,1586752,0,46.4127102,-117.0673121,1
31778,55028,55,Wisconsin,WI,"Adams County",Ashland,"Adams city",Track,Track,54806,715,561454913,20975772,46.5031467,-90.6881142,1
32452,56024,56,Wyoming,WY,"Albany County",Laramie,"Laramie city",Track,Track,82073,307,3602952,25626,41.333679,-105.587904,1
1590,60219,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94607,510,712081,0,37.8063521,-122.2963073,1
1591,60229,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94607,510,665991,602434,37.8026482,-122.2626597,1
1592,60239,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94611,510,230172,0,37.8260219,-122.2510667,1
1593,60249,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94602,510,800378,0,37.8120851,-122.2190899,1
1594,60259,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94606,510,519054,0,37.7939452,-122.2330985,1
1595,60269,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94602,510,747405,0,37.7936093,-122.2079606,1
1596,60279,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94601,510,511491,0,37.7710407,-122.2067479,1
1597,60289,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94606,510,542658,0,37.7646056,-122.1709595,1
1598,60299,6,California,CA,"Alameda County",Oakland,"Alameda city",Track,Track,94621,510,1253613,0,37.744613,-122.1803623,1
25727,72026,72,"Puerto Rico",PR,"Adjuntas Municipio",Adjuntas,Adjuntas,Track,Track,601,787,42529236,210360,18.1555821,-66.7010459,1
4869,80210,8,Colorado,CO,"Adams County",Bennett,"Brighton city",Track,Track,80102,303,498369267,3695245,39.869555,-104.5174306,1
4870,80220,8,Colorado,CO,"Adams County",Northglenn,"Brighton city",Track,Track,80233,720,3353028,36543,39.8922024,-104.9538147,1
4871,80230,8,Colorado,CO,"Adams County",Brighton,"Brighton city",Track,Track,80601,303,6951894,19720,39.9844929,-104.7840078,1
4872,80240,8,Colorado,CO,"Adams County",Brighton,"Brighton city",Track,Track,80601,303,2176258,5539,39.9947904,-104.8049505,1
4873,80250,8,Colorado,CO,"Adams County",Thornton,"Brighton city",Track,Track,80229,720,3045819,35494,39.8435802,-104.9708359,1
4874,80260,8,Colorado,CO,"Adams County",Denver,"Brighton city",Track,Track,80221,303,1666992,33978,39.8433931,-104.9991945,1
4875,80270,8,Colorado,CO,"Adams County",Northglenn,"Brighton city",Track,Track,80221,720,1289929,0,39.8784199,-105.0105392,1
4876,80280,8,Colorado,CO,"Adams County",Westminster,"Brighton city",Track,Track,80030,720,2730988,54250,39.8773574,-105.0446513,1
4877,80290,8,Colorado,CO,"Adams County",Arvada,"Brighton city",Track,Track,80003,303,2964277,426253,39.7983183,-105.0412999,1
5396,90219,9,Connecticut,CT,"Fairfield County",Stamford,Bethel,Track,Track,6903,203,9354089,401020,41.120556,-73.5498844,1
5397,90229,9,Connecticut,CT,"Fairfield County",Stamford,Bethel,Track,Track,6906,203,1640443,0,41.051989,-73.5600338,1
5398,90239,9,Connecticut,CT,"Fairfield County","Old Greenwich",Bethel,Track,Track,6870,203,2724848,865640,41.0332421,-73.5510367,1
5399,90249,9,Connecticut,CT,"Fairfield County","New Canaan",Bethel,Track,Track,6840,203,20071016,282909,41.17205,-73.4830178,1
5400,90259,9,Connecticut,CT,"Fairfield County",Norwalk,Bethel,Track,Track,6851,203,1358535,6392,41.1269263,-73.4195177,1
5401,90269,9,Connecticut,CT,"Fairfield County",Rowayton,Bethel,Track,Track,6850,203,2666223,10614309,41.0584635,-73.4104283,1
5402,90279,9,Connecticut,CT,"Fairfield County",Westport,Bethel,Track,Track,6880,203,17611667,20712,41.155369,-73.3256267,1
5403,90289,9,Connecticut,CT,"Fairfield County",Fairfield,Bethel,Track,Track,6890,203,5464820,17867,41.1485647,-73.2877801,1
5404,90299,9,Connecticut,CT,"Fairfield County",Fairfield,Bethel,Track,Track,6824,203,3641896,540635,41.1438395,-73.2413456,1
5751,100212,10,Delaware,DE,"Kent County",Dover,Camden,Track,Track,19901,302,2323559,0,39.1529978,-75.5202819,1
5752,100222,10,Delaware,DE,"Kent County",Woodside,Camden,Track,Track,19980,302,53124393,91667,39.0693287,-75.6033694,1
5753,100232,10,Delaware,DE,"Kent County",Frederica,Camden,Track,Track,19946,302,66114015,653096,38.9723618,-75.4729061,1
5754,100242,10,Delaware,DE,"Kent County",Wilmington,Camden,Track,Track,19806,302,414174,0,39.7587401,-75.5631615,1
5755,100252,10,Delaware,DE,"Kent County",Wilmington,Camden,Track,Track,19805,302,740920,0,39.7414549,-75.5747325,1
5756,100262,10,Delaware,DE,"Kent County",Claymont,Camden,Track,Track,19703,302,2402621,0,39.7932234,-75.4802454,1
5757,100272,10,Delaware,DE,"Kent County",Wilmington,Camden,Track,Track,19810,302,3246108,0,39.8176247,-75.4862906,1
5758,100282,10,Delaware,DE,"Kent County",Wilmington,Camden,Track,Track,19808,302,4521915,0,39.7399294,-75.6280259,1
5759,100292,10,Delaware,DE,"Kent County",Wilmington,Camden,Track,Track,19808,302,1613787,0,39.7263367,-75.6452156,1
11,101901,1,Alabama,AL,"Chambers County",Wadley,Abanda,CDP,place,36276,256,7764034,34284,33.091627,-85.527029,1
12,101910,1,Alabama,AL,"Pickens County",Aliceville,"Aliceville city",City,place,35442,205,11819855,0,33.123686,-88.159364,1
13,101920,1,Alabama,AL,"Jefferson County",Odenville,Argo,Town,place,35120,205,27893577,150331,33.691576,-86.503766,1
14,101930,1,Alabama,AL,"Lee County",Auburn,"Auburn city",City,place,36830,334,152375113,2646161,32.607722,-85.489545,1
15,101940,1,Alabama,AL,"Mobile County","Bayou La Batre","Bayou La Batre city",City,place,36509,251,19400655,368667,30.407586,-88.263271,1
16,101950,1,Alabama,AL,"Jefferson County",Bessemer,"Bessemer city",City,place,35022,205,104798633,439841,33.370789,-86.971596,1
17,101960,1,Alabama,AL,"Greene County",Boligee,Boligee,Town,place,35443,205,10231296,36323,32.7681,-88.028579,1
18,101970,1,Alabama,AL,"Marion County",Brilliant,Brilliant,Town,place,35548,205,27687370,0,34.025353,-87.769145,1
19,101980,1,Alabama,AL,"Shelby County",Calera,"Calera city",City,place,35040,205,62376107,685210,33.122319,-86.745644,1
20,101990,1,Alabama,AL,"Pickens County",Carrollton,Carrollton,Town,place,35447,205,5331435,59271,33.261903,-88.095071,1
21,102106,1,Alabama,AL,"Autauga County",Ohatchee,Autaugaville,Track,Track,36271,256,177682000,7624905,33.7687621,-86.0372827,1
22,102116,1,Alabama,AL,"Autauga County",Lanett,Autaugaville,Track,Track,36863,334,6948352,0,32.8580358,-85.2066713,1
23,102126,1,Alabama,AL,"Autauga County",Clanton,Autaugaville,Track,Track,35045,205,64410623,251385,32.8695805,-86.6588881,1
24,102136,1,Alabama,AL,"Autauga County",Gilbertown,Autaugaville,Track,Track,36908,251,578537985,1836706,31.9275928,-88.3326295,1
25,102146,1,Alabama,AL,"Autauga County",Jackson,Autaugaville,Track,Track,36545,251,447191122,17991801,31.3573817,-87.8407503,1
26,102156,1,Alabama,AL,"Autauga County",Jack,Autaugaville,Track,Track,36346,334,208213147,177901,31.5375844,-85.8984006,1
27,102166,1,Alabama,AL,"Autauga County",Enterprise,Autaugaville,Track,Track,36330,334,40693675,151495,31.3627415,-85.8358304,1
28,102176,1,Alabama,AL,"Autauga County","Muscle Shoals",Autaugaville,Track,Track,35661,256,8140717,0,34.7471222,-87.6398474,1
29,102186,1,Alabama,AL,"Autauga County",Evergreen,Autaugaville,Track,Track,36401,251,90973774,334237,31.4626914,-86.9984985,1
30,102196,1,Alabama,AL,"Autauga County",Andalusia,Autaugaville,Track,Track,36421,334,15438185,163537,31.326445,-86.507274,1
31,102206,1,Alabama,AL,"Autauga County","Highland Home",Autaugaville,Track,Track,36041,334,226396958,213258,31.949642,-86.3651124,1
32,102216,1,Alabama,AL,"Autauga County",Vinemont,Autaugaville,Track,Track,35179,256,132870985,838367,34.1589207,-86.9571734,1
33,102226,1,Alabama,AL,"Autauga County",Cullman,Autaugaville,Track,Track,35057,256,187272055,9574488,34.0103921,-86.9102548,1
34,102236,1,Alabama,AL,"Autauga County",Ozark,Autaugaville,Track,Track,36360,334,19245046,0,31.3971308,-85.6615834,1
35,102246,1,Alabama,AL,"Autauga County",Selma,Autaugaville,Track,Track,36701,334,17558229,90685,32.4484185,-87.0509577,1
36,102256,1,Alabama,AL,"Autauga County",Selma,Autaugaville,Track,Track,36701,334,34291179,1700792,32.3660372,-87.026282,1
37,102266,1,Alabama,AL,"Autauga County","Ft Payne",Autaugaville,Track,Track,35967,256,131988900,472277,34.3594477,-85.8011776,1
38,102276,1,Alabama,AL,"Autauga County",Eclectic,Autaugaville,Track,Track,36024,334,165330802,1570890,32.6328834,-86.0345965,1
39,102286,1,Alabama,AL,"Autauga County",Prattville,Autaugaville,Track,Track,36066,334,31951242,4286137,32.449186,-86.3730508,1
40,102296,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35901,256,13659980,699379,34.0321863,-85.9730613,1
41,102306,1,Alabama,AL,"Autauga County",Gadsden,Autaugaville,Track,Track,35901,256,4308625,1900493,33.9993815,-86.010319,1
42,102316,1,Alabama,AL,"Autauga County",Glencoe,Autaugaville,Track,Track,35905,256,57350608,1090995,33.918413,-85.9183325,1
43,102326,1,Alabama,AL,"Autauga County",Fayette,Autaugaville,Track,Track,35555,205,311521457,71975,33.8171345,-87.6438256,1
44,102336,1,Alabama,AL,"Autauga County","Red Bay",Autaugaville,Track,Track,35582,256,191320812,2880300,34.5152306,-88.0797797,1
45,102346,1,Alabama,AL,"Autauga County",Eutaw,Autaugaville,Track,Track,35462,205,602704133,5380156,32.9585581,-88.0510053,1
46,102356,1,Alabama,AL,"Autauga County",Abbeville,Autaugaville,Track,Track,36310,334,89705915,139084,31.564689,-85.2591239,1
47,102366,1,Alabama,AL,"Autauga County",Dothan,Autaugaville,Track,Track,36303,334,4123213,0,31.2357975,-85.4197082,1
48,102376,1,Alabama,AL,"Autauga County",Dothan,Autaugaville,Track,Track,36303,334,44228758,0,31.277139,-85.3841365,1
49,102386,1,Alabama,AL,"Autauga County",Princeton,Autaugaville,Track,Track,35766,256,552077223,1679095,34.8787834,-86.2279366,1
50,102396,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35217,205,8002141,0,33.5632457,-86.7640472,1
51,102406,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35206,205,3605024,0,33.5591908,-86.7233518,1
52,102416,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35204,205,1778286,0,33.5122579,-86.8441439,1
53,102426,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35208,205,2232730,0,33.498996,-86.8647606,1
54,102436,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35204,205,743007,0,33.4945909,-86.834764,1
55,102446,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35235,205,7956342,39652,33.596713,-86.6763136,1
56,102456,1,Alabama,AL,"Autauga County",Bessemer,Autaugaville,Track,Track,35020,205,2076635,0,33.3914623,-86.9487605,1
57,102466,1,Alabama,AL,"Autauga County",Homewood,Autaugaville,Track,Track,35209,205,3372196,78924,33.4613607,-86.8005817,1
58,102476,1,Alabama,AL,"Autauga County",Leeds,Autaugaville,Track,Track,35094,205,12786477,133297,33.5565279,-86.5621484,1
59,102486,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35220,205,7511055,70529,33.6691522,-86.6511913,1
60,102496,1,Alabama,AL,"Autauga County",Gardendale,Autaugaville,Track,Track,35071,205,40159982,0,33.6758356,-86.7966575,1
61,102506,1,Alabama,AL,"Autauga County",Graysville,Autaugaville,Track,Track,35073,205,56885352,537614,33.6350049,-86.9946308,1
62,102516,1,Alabama,AL,"Autauga County",Irondale,Autaugaville,Track,Track,35210,205,26558605,354052,33.5445586,-86.6466397,1
63,102526,1,Alabama,AL,"Autauga County",Birmingham,Autaugaville,Track,Track,35243,205,12429198,42051,33.4361371,-86.7561579,1
64,102536,1,Alabama,AL,"Autauga County",Midfield,Autaugaville,Track,Track,35228,205,4006150,0,33.4412981,-86.9424457,1
65,102546,1,Alabama,AL,"Autauga County",Bessemer,Autaugaville,Track,Track,35022,205,34033783,463549,33.3338629,-86.9127674,1
66,102556,1,Alabama,AL,"Autauga County",Hoover,Autaugaville,Track,Track,35226,205,18071006,173459,33.3822004,-86.8552686,1
67,102566,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35630,256,8653066,2906570,34.8120233,-87.624424,1
68,102576,1,Alabama,AL,"Autauga County",Florence,Autaugaville,Track,Track,35634,256,123190580,594938,34.9616163,-87.5143563,1
69,102586,1,Alabama,AL,"Autauga County",Trinity,Autaugaville,Track,Track,35673,256,117628141,989972,34.57105,-87.2129882,1
70,102596,1,Alabama,AL,"Autauga County",Auburn,Autaugaville,Track,Track,36830,334,2907181,14935,32.598547,-85.5163458,1
71,102606,1,Alabama,AL,"Autauga County",Opelika,Autaugaville,Track,Track,36801,334,4310558,34936,32.6330378,-85.3853644,1
72,102616,1,Alabama,AL,"Autauga County",Opelika,Autaugaville,Track,Track,36804,334,165626066,864333,32.4970769,-85.4025028,1
73,102626,1,Alabama,AL,"Autauga County",Athens,Autaugaville,Track,Track,35611,256,10362596,11461,34.8220771,-86.9813141,1
74,102636,1,Alabama,AL,"Autauga County",Hayneville,Autaugaville,Track,Track,36040,334,408826352,1225673,32.0922981,-86.7776904,1
75,102646,1,Alabama,AL,"Autauga County",Tuskegee,Autaugaville,Track,Track,36083,334,7583956,405124,32.426005,-85.6917046,1
76,102656,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35810,256,1995502,0,34.7679304,-86.6346783,1
77,102666,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35816,256,2365766,0,34.7415924,-86.637675,1
78,102676,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35801,256,2259086,0,34.7119242,-86.5826594,1
79,102686,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35802,256,5765482,14747,34.6536811,-86.5262716,1
80,102696,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35811,256,108073369,583742,34.782744,-86.4057661,1
81,102706,1,Alabama,AL,"Autauga County",Huntsville,Autaugaville,Track,Track,35806,256,12924198,54647,34.7908679,-86.7292721,1
82,102716,1,Alabama,AL,"Autauga County",Madison,Autaugaville,Track,Track,35758,256,10927370,11607,34.7176388,-86.7667595,1
83,102726,1,Alabama,AL,"Autauga County","Dixons Mills",Autaugaville,Track,Track,36736,334,286336268,54771,32.0620795,-87.7277351,1
84,102736,1,Alabama,AL,"Autauga County",Winfield,Autaugaville,Track,Track,35594,205,154499292,310617,33.9577593,-87.7518284,1
85,102746,1,Alabama,AL,"Autauga County",Guntersville,Autaugaville,Track,Track,35976,256,43587610,22086593,34.3505036,-86.2555798,1
86,102756,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36603,251,1589550,15221,30.6993359,-88.0591706,1
87,102766,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36603,251,1043100,0,30.6868736,-88.060218,1
88,102776,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36605,251,5320481,984861,30.6020753,-88.0987938,1
89,102786,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36607,251,3193386,0,30.6950269,-88.1140906,1
90,102796,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36608,251,5552352,27672,30.6992655,-88.1362176,1
91,102806,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36608,251,1900631,0,30.6951429,-88.1824851,1
92,102816,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36693,251,7475705,83074,30.623508,-88.1765802,1
93,102826,1,Alabama,AL,"Autauga County",Chickasaw,Autaugaville,Track,Track,36611,251,981169,0,30.7618781,-88.0886165,1
94,102836,1,Alabama,AL,"Autauga County",Semmes,Autaugaville,Track,Track,36575,251,25915097,46015,30.78278,-88.2128056,1
95,102846,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36695,251,8957994,72201,30.6628949,-88.213545,1
96,102856,1,Alabama,AL,"Autauga County",Mobile,Autaugaville,Track,Track,36619,251,17212873,25319,30.570406,-88.2179902,1
97,102866,1,Alabama,AL,"Autauga County",Prichard,Autaugaville,Track,Track,36610,251,1748287,0,30.7432485,-88.081799,1
98,102876,1,Alabama,AL,"Autauga County",Uriah,Autaugaville,Track,Track,36480,251,427194441,5527227,31.3250054,-87.5991274,1
99,102886,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36108,334,3561874,6703,32.3613688,-86.3289447,1
100,102896,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36111,334,3213699,0,32.3356893,-86.290787,1
101,102906,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36108,334,10571245,10928,32.3515219,-86.360195,1
102,102916,1,Alabama,AL,"Autauga County",Montgomery,Autaugaville,Track,Track,36117,334,3690069,13893,32.3716245,-86.2001367,1
103,102926,1,Alabama,AL,"Autauga County",Montgmomery,Autaugaville,Track,Track,36109,334,9905497,37080,32.3084355,-86.2231566,1
